v1,v2,category
spam,"[국제발신]ifg@[통관세금안내]ifg@최은희님 관세***,***원 금일 자동납부예정 입니다.ifg@민원:*********",기관
spam,"[국제발신]ifg@[통관세금안내]ifg@관세미납:***,***원 즉시납부바랍니다.ifg@미납시 강제집행예정입니다.ifg@<민원및고객센터:*****,****>,,",기관
spam,"[통관세금안내]ifg@관세미납:***,***원 즉시 납부바랍니다.ifg@미납시 강제집행예정입니다.ifg@[문의센터:**** ****]",기관
spam,"[국외발신]ifg@김병준님ifg@통관세 미납안내 ifg@합계세금:***,***원ifg@접수번호:******ifg@미납시 자동처리예정ifg@민원실:** ***,****,,",기관
spam,"[국제발신]ifg@최관홍님ifg@[관세청]ifg@통관물품 세금확인 ifg@관세세금:***,***원ifg@통관번호******ifg@자동처리예정ifg@문의: [,****-,***,",기관
spam,"[국외발신]ifg@이성희님ifg@통관물품 세금확인 ifg@미납세금:***,***원ifg@통관번호:******ifg@자동처리예정ifg@민원**** ****",기관
spam,"고객님ifg@[관세청]ifg@통관물품 세금확인 ifg@관세세금:***,***원ifg@통관번호******ifg@자동처리예정ifg@문의 {****.****}",기관
spam,[NPS국민연금]국민연금 복지제도 변경 통지서 발송 완료 http://t*m.kr/VUTFg,기관
spam,[Web발신]ifg@[듀]검진 통지서 국민건강 자세한 내용 확인 http://sshwan.quest,기관
spam,"[통관세금안내]ifg@관세미납:***,***원 즉시 납부 바랍니다.ifg@미납시 강제집행예정입니다.ifg@<문의센터****-****>",기관
spam,"[통관세금안내]ifg@관세미납:***,***원 즉시 납부바랍니다.ifg@미납시 강제집행예정입니다.ifg@(문의및고객센터:****-****)",기관
spam,"[국제발신]ifg@김형일님ifg@통관세 미납안내 ifg@합계세금:***,***원ifg@접수번호:******ifg@미납시 자동처리예정ifg@민원실:**-***,-****,,",기관
spam,"[국외발신]ifg@[통관세금안내]ifg@관세미납 ***,***원 즉시 납부 바랍니다ifg@미납시 강제집행예정ifg@<민원센터:**** ****>",기관
spam,"[국외발신]ifg@[통관세금안내]ifg@관세미납:***,***원 즉시 납부 바랍니다.ifg@미납시 강제집행예정입니다.ifg@{문의센터:****-****,},,",기관
spam,"[통관세금안내]ifg@관세미납:***,***원 즉시 납부바랍니다.ifg@미납시 강제집행예정입니다.ifg@{문의및고객센터****-****}",기관
spam,"[국외발신]ifg@[수입통관세]ifg@납부금액***,***원 금일 ifg@ 자동처리 예정입니다ifg@(민원**********)",기관
ham,"안녕하세요, 교육부입니다. 세금 혜택 정책 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 교육부입니다. 재산세 납부 안내드립니다. 문의: 031-8041-9551",기관
ham,"안녕하세요, 부산대학교입니다. 교육 수료증 발급 관련 안내드립니다. 문의: 031-8041-2460",기관
ham,"안녕하세요, 한국전력입니다. 전화 요금 안내 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 수자원공사입니다. 인터넷 요금 안내 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, SK브로드밴드입니다. 인터넷 요금 안내 관련 공지드립니다. 문의: 031-8041-2764",기관
ham,"안녕하세요, LG유플러스입니다. 전화 요금 안내 관련 공지드립니다. 문의: 031-8041-1764",기관
ham,"안녕하세요, LG전자입니다. 이번 주 회식 일정 안내드립니다. 참석 부탁드립니다.",기관
ham,"안녕하세요, 수자원공사입니다. 수도 요금 안내 관련 공지드립니다. 문의: 031-8041-1537",기관
ham,"안녕하세요, SK브로드밴드입니다. 케이블 TV 요금 안내 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 행정안전부입니다. 재산세 납부 안내드립니다. 문의: 031-8041-5628",기관
ham,"안녕하세요, LG유플러스입니다. 수도 요금 안내 관련 공지드립니다. 문의: 031-8041-5352",기관
ham,"안녕하세요, 신한은행입니다. 새로운 서비스 안내드립니다. 문의: 031-8041-7934",기관
ham,"안녕하세요, 삼성전자입니다. 이번 주 회식 일정 안내드립니다. 참석 부탁드립니다.",기관
ham,"안녕하세요, 신한은행입니다. 새로운 서비스 안내드립니다. 문의: 031-8041-1390",기관
ham,"안녕하세요, 한국공학대학교입니다. 빅데이터 교육 일정 안내드립니다. 많은 참여 부탁드립니다.",기관
ham,"안녕하세요, 수자원공사입니다. 인터넷 요금 안내 관련 공지드립니다. 문의: 031-8041-6644",기관
ham,"안녕하세요, 하나은행입니다. 새로운 서비스 안내드립니다. 문의: 031-8041-2662",기관
ham,"안녕하세요, 보건복지부입니다. 건강 관리 정책 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 연세대학교입니다. 이번 학기 입학식 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 현대자동차입니다. 신제품 발표회 관련 공지드립니다. 많은 참여 부탁드립니다.",기관
ham,"안녕하세요, 카카오입니다. 비용 정산 안내드립니다. 27614원을 791-4949-429로 보내주시기 바랍니다.",기관
ham,"안녕하세요, 한국공학대학교입니다. 이번 학기 학부모 설명회 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, LG전자입니다. 경영전략 회의 관련 공지드립니다. 많은 참여 부탁드립니다.",기관
ham,"안녕하세요, 교육부입니다. 긴급 재난 지원금 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 중소벤처기업부입니다. 건강보험 안내 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 교육부입니다. 주택 보조금 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 연세대학교입니다. 블록체인 교육 일정 안내드립니다. 많은 참여 부탁드립니다.",기관
ham,"안녕하세요, 우리은행입니다. 새로운 서비스 안내드립니다. 문의: 031-8041-8621",기관
ham,"안녕하세요, 한국공학대학교입니다. 교육 수료증 발급 관련 안내드립니다. 문의: 031-8041-9007",기관
ham,"안녕하세요, 현대자동차입니다. 워크샵 관련 공지드립니다. 많은 참여 부탁드립니다.",기관
ham,"안녕하세요, 농협은행입니다. 새로운 서비스 안내드립니다. 문의: 031-8041-2744",기관
ham,"안녕하세요, 한국공학대학교입니다. 교육 수료증 발급 관련 안내드립니다. 문의: 031-8041-3492",기관
ham,"안녕하세요, 하나은행입니다. 새로운 서비스 안내드립니다. 문의: 031-8041-7267",기관
ham,"안녕하세요, 한국전력입니다. 전기 요금 안내 관련 공지드립니다. 문의: 031-8041-6954",기관
ham,"안녕하세요, SK하이닉스입니다. 경영전략 회의 관련 공지드립니다. 많은 참여 부탁드립니다.",기관
ham,"안녕하세요, 카카오입니다. 이번 주 회식 일정 안내드립니다. 참석 부탁드립니다.",기관
ham,"안녕하세요, LG전자입니다. 이번 주 회식 일정 안내드립니다. 참석 부탁드립니다.",기관
ham,"안녕하세요, 고려대학교입니다. 이번 학기 학부모 설명회 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 현대자동차입니다. 이번 주 회식 일정 안내드립니다. 참석 부탁드립니다.",기관
ham,"안녕하세요, SK브로드밴드입니다. 수도 요금 안내 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 보건복지부입니다. 소상공인 지원 정책 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 한국공학대학교입니다. 이번 학기 동아리 활동 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 부산대학교입니다. 블록체인 교육 일정 안내드립니다. 많은 참여 부탁드립니다.",기관
ham,"안녕하세요, 현대자동차입니다. 체육대회 관련 공지드립니다. 많은 참여 부탁드립니다.",기관
ham,"안녕하세요, 국세청입니다. 긴급 재난 지원금 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 하나은행입니다. 새로운 서비스 안내드립니다. 문의: 031-8041-9331",기관
ham,"안녕하세요, 현대자동차입니다. 비용 정산 안내드립니다. 32943원을 911-7281-609로 보내주시기 바랍니다.",기관
ham,"안녕하세요, 서울대학교입니다. 이번 학기 입학식 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 국민은행입니다. 새로운 서비스 안내드립니다. 문의: 031-8041-2356",기관
ham,"안녕하세요, 중소벤처기업부입니다. 긴급 재난 지원금 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, KT입니다. 인터넷 요금 안내 관련 공지드립니다. 문의: 031-8041-1984",기관
ham,"안녕하세요, 연세대학교입니다. 이번 학기 입학식 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, KT입니다. 케이블 TV 요금 안내 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, SK하이닉스입니다. 경영전략 회의 관련 공지드립니다. 많은 참여 부탁드립니다.",기관
ham,"안녕하세요, LG전자입니다. 신제품 발표회 관련 공지드립니다. 많은 참여 부탁드립니다.",기관
ham,"안녕하세요, 보건복지부입니다. 건강보험 안내 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 연세대학교입니다. 블록체인 교육 일정 안내드립니다. 많은 참여 부탁드립니다.",기관
ham,"안녕하세요, 현대자동차입니다. 이번 주 회식 일정 안내드립니다. 참석 부탁드립니다.",기관
ham,"안녕하세요, 한국전력입니다. 전화 요금 안내 관련 공지드립니다. 문의: 031-8041-8239",기관
ham,"안녕하세요, SK하이닉스입니다. 비용 정산 안내드립니다. 36356원을 713-3882-680로 보내주시기 바랍니다.",기관
ham,"안녕하세요, 보건복지부입니다. 재산세 납부 안내드립니다. 문의: 031-8041-5432",기관
ham,"안녕하세요, 카카오입니다. 이번 주 회식 일정 안내드립니다. 참석 부탁드립니다.",기관
ham,"안녕하세요, 수자원공사입니다. 전기 요금 안내 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 중소벤처기업부입니다. 종합소득세 신고 안내드립니다. 문의: 031-8041-4061",기관
ham,"안녕하세요, 보건복지부입니다. 건강 관리 정책 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 보건복지부입니다. 소득세 신고 안내드립니다. 문의: 031-8041-8675",기관
ham,"안녕하세요, 삼성전자입니다. 이번 주 회식 일정 안내드립니다. 참석 부탁드립니다.",기관
ham,"안녕하세요, 행정안전부입니다. 종합소득세 신고 안내드립니다. 문의: 031-8041-2795",기관
ham,"안녕하세요, 국세청입니다. 부가가치세 환급 안내드립니다. 문의: 031-8041-6093",기관
ham,"안녕하세요, 교육부입니다. 교통비 지원 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 카카오입니다. 비용 정산 안내드립니다. 44660원을 475-9064-146로 보내주시기 바랍니다.",기관
ham,"안녕하세요, 현대자동차입니다. 이번 주 회식 일정 안내드립니다. 참석 부탁드립니다.",기관
ham,"안녕하세요, 중소벤처기업부입니다. 소상공인 지원 정책 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 카카오입니다. 체육대회 관련 공지드립니다. 많은 참여 부탁드립니다.",기관
ham,"안녕하세요, 교육부입니다. 건강 관리 정책 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 우리은행입니다. 새로운 서비스 안내드립니다. 문의: 031-8041-5643",기관
ham,"안녕하세요, 농협은행입니다. 새로운 서비스 안내드립니다. 문의: 031-8041-3075",기관
ham,"안녕하세요, KT입니다. 수도 요금 안내 관련 공지드립니다. 문의: 031-8041-8846",기관
ham,"안녕하세요, 서울대학교입니다. 빅데이터 교육 일정 안내드립니다. 많은 참여 부탁드립니다.",기관
ham,"안녕하세요, 카카오입니다. 이번 주 회식 일정 안내드립니다. 참석 부탁드립니다.",기관
ham,"안녕하세요, 수자원공사입니다. 전화 요금 안내 관련 공지드립니다. 문의: 031-8041-2660",기관
ham,"안녕하세요, 서울대학교입니다. 교육 수료증 발급 관련 안내드립니다. 문의: 031-8041-4064",기관
ham,"안녕하세요, 중소벤처기업부입니다. 연말정산 안내드립니다. 문의: 031-8041-3208",기관
ham,"안녕하세요, 카카오입니다. 비용 정산 안내드립니다. 49157원을 139-2866-121로 보내주시기 바랍니다.",기관
ham,"안녕하세요, 삼성전자입니다. 이번 주 회식 일정 안내드립니다. 참석 부탁드립니다.",기관
ham,"안녕하세요, 국세청입니다. 긴급 재난 지원금 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 삼성전자입니다. 송년회 관련 공지드립니다. 많은 참여 부탁드립니다.",기관
ham,"안녕하세요, 한국공학대학교입니다. 스마트공장 교육 일정 안내드립니다. 많은 참여 부탁드립니다.",기관
ham,"안녕하세요, SK브로드밴드입니다. 전화 요금 안내 관련 공지드립니다. 문의: 031-8041-9279",기관
ham,"안녕하세요, LG전자입니다. 신제품 발표회 관련 공지드립니다. 많은 참여 부탁드립니다.",기관
ham,"안녕하세요, SK하이닉스입니다. 이번 주 회식 일정 안내드립니다. 참석 부탁드립니다.",기관
ham,"안녕하세요, 카카오입니다. 비용 정산 안내드립니다. 45206원을 668-4890-168로 보내주시기 바랍니다.",기관
ham,"안녕하세요, 보건복지부입니다. 교육 지원 정책 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 연세대학교입니다. 교육 수료증 발급 관련 안내드립니다. 문의: 031-8041-7263",기관
ham,"안녕하세요, 고려대학교입니다. 교육 수료증 발급 관련 안내드립니다. 문의: 031-8041-4812",기관
ham,"안녕하세요, LG전자입니다. 경영전략 회의 관련 공지드립니다. 많은 참여 부탁드립니다.",기관
ham,"안녕하세요, LG유플러스입니다. 인터넷 요금 안내 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 카카오입니다. 비용 정산 안내드립니다. 26862원을 218-4343-813로 보내주시기 바랍니다.",기관
ham,"안녕하세요, 한국공학대학교입니다. 이번 학기 신입생 오리엔테이션 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, LG유플러스입니다. 전화 요금 안내 관련 공지드립니다. 문의: 031-8041-9429",기관
ham,"안녕하세요, 수자원공사입니다. 수도 요금 안내 관련 공지드립니다. 문의: 031-8041-7271",기관
ham,"안녕하세요, 행정안전부입니다. 교육 지원 정책 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 고려대학교입니다. 교육 수료증 발급 관련 안내드립니다. 문의: 031-8041-6549",기관
ham,"안녕하세요, 서울대학교입니다. 스마트공장 교육 일정 안내드립니다. 많은 참여 부탁드립니다.",기관
ham,"안녕하세요, 연세대학교입니다. IoT 교육 일정 안내드립니다. 많은 참여 부탁드립니다.",기관
ham,"안녕하세요, 교육부입니다. 건강보험 안내 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 고려대학교입니다. 교육 수료증 발급 관련 안내드립니다. 문의: 031-8041-8817",기관
ham,"안녕하세요, SK브로드밴드입니다. 인터넷 요금 안내 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, LG전자입니다. 비용 정산 안내드립니다. 34622원을 812-8343-868로 보내주시기 바랍니다.",기관
ham,"안녕하세요, 한국공학대학교입니다. IoT 교육 일정 안내드립니다. 많은 참여 부탁드립니다.",기관
ham,"안녕하세요, 한국공학대학교입니다. 블록체인 교육 일정 안내드립니다. 많은 참여 부탁드립니다.",기관
ham,"안녕하세요, 보건복지부입니다. 취업 지원 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 보건복지부입니다. 취업 지원 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 국민은행입니다. 새로운 서비스 안내드립니다. 문의: 031-8041-6920",기관
ham,"안녕하세요, 현대자동차입니다. 송년회 관련 공지드립니다. 많은 참여 부탁드립니다.",기관
ham,"안녕하세요, 삼성전자입니다. 신제품 발표회 관련 공지드립니다. 많은 참여 부탁드립니다.",기관
ham,"안녕하세요, 중소벤처기업부입니다. 건강 관리 정책 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 카카오입니다. 체육대회 관련 공지드립니다. 많은 참여 부탁드립니다.",기관
ham,"안녕하세요, LG전자입니다. 이번 주 회식 일정 안내드립니다. 참석 부탁드립니다.",기관
ham,"안녕하세요, 수자원공사입니다. 수도 요금 안내 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 삼성전자입니다. 워크샵 관련 공지드립니다. 많은 참여 부탁드립니다.",기관
ham,"안녕하세요, 한국공학대학교입니다. 교육 수료증 발급 관련 안내드립니다. 문의: 031-8041-1221",기관
ham,"안녕하세요, 고려대학교입니다. 이번 학기 동아리 활동 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 보건복지부입니다. 교통비 지원 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 한국전력입니다. 케이블 TV 요금 안내 관련 공지드립니다. 문의: 031-8041-4332",기관
ham,"안녕하세요, 삼성전자입니다. 비용 정산 안내드립니다. 13432원을 314-9206-149로 보내주시기 바랍니다.",기관
ham,"안녕하세요, 중소벤처기업부입니다. 긴급 재난 지원금 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 우리은행입니다. 새로운 서비스 안내드립니다. 문의: 031-8041-8643",기관
ham,"안녕하세요, LG유플러스입니다. 케이블 TV 요금 안내 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 부산대학교입니다. 이번 학기 동아리 활동 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 중소벤처기업부입니다. 건강 관리 정책 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 국민은행입니다. 새로운 서비스 안내드립니다. 문의: 031-8041-4090",기관
ham,"안녕하세요, 국세청입니다. 교육 지원 정책 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 보건복지부입니다. 긴급 재난 지원금 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 보건복지부입니다. 소득세 신고 안내드립니다. 문의: 031-8041-1220",기관
ham,"안녕하세요, 행정안전부입니다. 세금 혜택 정책 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 고려대학교입니다. 스마트공장 교육 일정 안내드립니다. 많은 참여 부탁드립니다.",기관
ham,"안녕하세요, 한국공학대학교입니다. 교육 수료증 발급 관련 안내드립니다. 문의: 031-8041-6279",기관
ham,"안녕하세요, 서울대학교입니다. 교육 수료증 발급 관련 안내드립니다. 문의: 031-8041-3795",기관
ham,"안녕하세요, 카카오입니다. 비용 정산 안내드립니다. 42759원을 833-1353-852로 보내주시기 바랍니다.",기관
ham,"안녕하세요, 부산대학교입니다. 이번 학기 학부모 설명회 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 한국공학대학교입니다. 이번 학기 입학식 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 연세대학교입니다. 이번 학기 학부모 설명회 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 현대자동차입니다. 이번 주 회식 일정 안내드립니다. 참석 부탁드립니다.",기관
ham,"안녕하세요, 보건복지부입니다. 건강 관리 정책 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 카카오입니다. 비용 정산 안내드립니다. 19675원을 597-5132-104로 보내주시기 바랍니다.",기관
ham,"안녕하세요, 한국공학대학교입니다. 이번 학기 동아리 활동 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 중소벤처기업부입니다. 긴급 재난 지원금 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 서울대학교입니다. 교육 수료증 발급 관련 안내드립니다. 문의: 031-8041-1718",기관
ham,"안녕하세요, SK하이닉스입니다. 비용 정산 안내드립니다. 29220원을 332-8285-905로 보내주시기 바랍니다.",기관
ham,"안녕하세요, 한국공학대학교입니다. 교육 수료증 발급 관련 안내드립니다. 문의: 031-8041-4044",기관
ham,"안녕하세요, LG전자입니다. 이번 주 회식 일정 안내드립니다. 참석 부탁드립니다.",기관
ham,"안녕하세요, LG전자입니다. 이번 주 회식 일정 안내드립니다. 참석 부탁드립니다.",기관
ham,"안녕하세요, 현대자동차입니다. 이번 주 회식 일정 안내드립니다. 참석 부탁드립니다.",기관
ham,"안녕하세요, 교육부입니다. 세금 혜택 정책 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 교육부입니다. 재산세 납부 안내드립니다. 문의: 031-8041-1730",기관
ham,"안녕하세요, LG유플러스입니다. 케이블 TV 요금 안내 관련 공지드립니다. 문의: 031-8041-5656",기관
ham,"안녕하세요, 서울대학교입니다. 이번 학기 졸업식 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, LG유플러스입니다. 케이블 TV 요금 안내 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, SK브로드밴드입니다. 인터넷 요금 안내 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, LG전자입니다. 체육대회 관련 공지드립니다. 많은 참여 부탁드립니다.",기관
ham,"안녕하세요, 국민은행입니다. 새로운 서비스 안내드립니다. 문의: 031-8041-9980",기관
ham,"안녕하세요, LG유플러스입니다. 전기 요금 안내 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, SK브로드밴드입니다. 전기 요금 안내 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 교육부입니다. 긴급 재난 지원금 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 교육부입니다. 종합소득세 신고 안내드립니다. 문의: 031-8041-6196",기관
ham,"안녕하세요, 서울대학교입니다. 이번 학기 입학식 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, LG유플러스입니다. 전기 요금 안내 관련 공지드립니다. 문의: 031-8041-7530",기관
ham,"안녕하세요, 고려대학교입니다. AI 교육 일정 안내드립니다. 많은 참여 부탁드립니다.",기관
ham,"안녕하세요, 국세청입니다. 긴급 재난 지원금 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 행정안전부입니다. 세금 혜택 정책 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 국세청입니다. 재난 관리 정책 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 한국전력입니다. 전화 요금 안내 관련 공지드립니다. 문의: 031-8041-2967",기관
ham,"안녕하세요, SK하이닉스입니다. 이번 주 회식 일정 안내드립니다. 참석 부탁드립니다.",기관
ham,"안녕하세요, SK브로드밴드입니다. 전기 요금 안내 관련 공지드립니다. 문의: 031-8041-6852",기관
ham,"안녕하세요, SK브로드밴드입니다. 수도 요금 안내 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 카카오입니다. 송년회 관련 공지드립니다. 많은 참여 부탁드립니다.",기관
ham,"안녕하세요, 신한은행입니다. 새로운 서비스 안내드립니다. 문의: 031-8041-5361",기관
ham,"안녕하세요, 한국공학대학교입니다. 블록체인 교육 일정 안내드립니다. 많은 참여 부탁드립니다.",기관
ham,"안녕하세요, 한국전력입니다. 수도 요금 안내 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, KT입니다. 전화 요금 안내 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 카카오입니다. 신제품 발표회 관련 공지드립니다. 많은 참여 부탁드립니다.",기관
ham,"안녕하세요, 국세청입니다. 소득세 신고 안내드립니다. 문의: 031-8041-9629",기관
ham,"안녕하세요, 국세청입니다. 교통비 지원 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, LG전자입니다. 이번 주 회식 일정 안내드립니다. 참석 부탁드립니다.",기관
ham,"안녕하세요, 국민은행입니다. 새로운 서비스 안내드립니다. 문의: 031-8041-9170",기관
ham,"안녕하세요, 연세대학교입니다. 이번 학기 입학식 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, LG유플러스입니다. 전기 요금 안내 관련 공지드립니다. 문의: 031-8041-8087",기관
ham,"안녕하세요, SK하이닉스입니다. 신제품 발표회 관련 공지드립니다. 많은 참여 부탁드립니다.",기관
ham,"안녕하세요, 교육부입니다. 연말정산 안내드립니다. 문의: 031-8041-2476",기관
ham,"안녕하세요, 교육부입니다. 연말정산 안내드립니다. 문의: 031-8041-6469",기관
ham,"안녕하세요, LG유플러스입니다. 인터넷 요금 안내 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 한국공학대학교입니다. 블록체인 교육 일정 안내드립니다. 많은 참여 부탁드립니다.",기관
ham,"안녕하세요, 부산대학교입니다. 이번 학기 학부모 설명회 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 수자원공사입니다. 인터넷 요금 안내 관련 공지드립니다. 문의: 031-8041-9327",기관
ham,"안녕하세요, 서울대학교입니다. AI 교육 일정 안내드립니다. 많은 참여 부탁드립니다.",기관
ham,"안녕하세요, 고려대학교입니다. 이번 학기 졸업식 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, LG전자입니다. 이번 주 회식 일정 안내드립니다. 참석 부탁드립니다.",기관
ham,"안녕하세요, 고려대학교입니다. 빅데이터 교육 일정 안내드립니다. 많은 참여 부탁드립니다.",기관
ham,"안녕하세요, 카카오입니다. 경영전략 회의 관련 공지드립니다. 많은 참여 부탁드립니다.",기관
ham,"안녕하세요, 현대자동차입니다. 비용 정산 안내드립니다. 22372원을 787-5304-702로 보내주시기 바랍니다.",기관
ham,"안녕하세요, 현대자동차입니다. 이번 주 회식 일정 안내드립니다. 참석 부탁드립니다.",기관
ham,"안녕하세요, 현대자동차입니다. 비용 정산 안내드립니다. 43445원을 692-5432-283로 보내주시기 바랍니다.",기관
ham,"안녕하세요, 카카오입니다. 비용 정산 안내드립니다. 20155원을 376-9255-296로 보내주시기 바랍니다.",기관
ham,"안녕하세요, 카카오입니다. 비용 정산 안내드립니다. 19335원을 879-6095-337로 보내주시기 바랍니다.",기관
ham,"안녕하세요, 한국공학대학교입니다. 이번 학기 동아리 활동 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 한국공학대학교입니다. IoT 교육 일정 안내드립니다. 많은 참여 부탁드립니다.",기관
ham,"안녕하세요, 부산대학교입니다. IoT 교육 일정 안내드립니다. 많은 참여 부탁드립니다.",기관
ham,"안녕하세요, 보건복지부입니다. 건강 관리 정책 안내드립니다. 자세한 내용은 홈페이지 참조 바랍니다.",기관
ham,"안녕하세요, 서울대학교입니다. 빅데이터 교육 일정 안내드립니다. 많은 참여 부탁드립니다.",기관
